qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_160_tokens,chunk_packed_160_doc_count,chunk_packed_160_em,chunk_packed_160_f1,ace_packed_160_tokens,ace_packed_160_doc_count,ace_packed_160_em,ace_packed_160_f1,ace_focused_160_tokens,ace_focused_160_doc_count,ace_focused_160_em,ace_focused_160_f1
emanual_558,Can I turn TV in Ambient Mode?,ace_packed_160,ace_packed_160,0.18308823529411763,0.17556818181818182,0.17556818181818182,0.2175,0.0,154,3,0.0,0.0,144,3,0.0,0.0,144,3,0.0,0.0
emanual_310,How can I jump forward / jump backward?,ace_packed_160,ace_focused_160,0.16846770089324506,0.2313847794588972,0.20460560711519565,0.31469813251032097,0.25,152,3,0.0,0.0,156,2,0.0,0.14035087719298245,157,3,0.0,0.3125
emanual_188,How can I turn on ambient mode on TV screen?,ace_packed_160,chunk_packed_160,0.18214285714285713,0.19016366481877395,0.18214285714285713,0.25,0.0,154,3,0.0,0.28571428571428575,132,3,0.0,0.0,149,3,0.0,0.0
emanual_14,What are natural and movie mode?,chunk_packed_160,ace_focused_160,0.20635710384370415,0.258212426141045,0.2619271563857089,0.21733736613578164,0.1111111111111111,142,3,0.0,0.0,159,5,0.0,0.0,158,4,0.0,0.08695652173913045
emanual_191,Can you explain Ambient Mode?,ace_packed_160,chunk_packed_160,0.1706896551724138,0.16374045801526718,0.16374045801526718,0.4213560236481638,0.0,157,4,0.0,0.20987654320987656,149,5,0.0,0.014285714285714285,157,5,0.0,0.0
emanual_486,Can I configure Brightness?,ace_packed_160,ace_packed_160,0.16125,0.21674581298076942,0.16125,0.2627174410572658,0.25,159,2,0.0,0.07692307692307693,157,3,0.0,0.4117647058823529,146,2,0.0,0.07692307692307693
emanual_97,What are the uses of buttons in the e-manual?,ace_packed_160,ace_packed_160,0.26469790071715027,0.3004051929870597,0.2795619150116737,0.3946082893765458,0.6666666666666666,151,5,0.0,0.030303030303030307,157,5,0.0,0.27906976744186046,159,4,0.0,0.13513513513513514
emanual_637,Can I fix powering on issue?,ace_packed_160,chunk_packed_160,0.19090909090909092,0.21265490388986033,0.19090909090909092,0.22439558690268968,0.42857142857142855,157,4,0.0,0.0,158,3,0.0,0.0,157,3,0.0,0.0
emanual_430,how do I fix low volume issue?,ace_packed_160,ace_packed_160,0.16874999999999998,0.21056723370224686,0.1575,0.20625,0.0,21,1,0.0,0.01716738197424893,127,5,0.0,0.042553191489361694,141,5,0.0,0.008620689655172414
emanual_116,My software update over the Internet has failed. How do I fix this?,ace_packed_160,ace_focused_160,0.18,0.20232558139534884,0.20232558139534884,0.40898777669128117,0.6666666666666666,145,2,0.0,0.0,158,4,0.0,0.03636363636363636,155,3,0.0,0.10526315789473685
emanual_59,How to turn TV in Ambient Mode?,ace_packed_160,ace_packed_160,0.18308823529411763,0.2300924813926032,0.18308823529411763,0.24473684210526314,0.0,154,3,0.0,0.125,144,3,0.0,0.2857142857142857,144,3,0.0,0.2857142857142857
emanual_451, TV audio is not being played through the receiver. What should I do?,chunk_packed_160,ace_focused_160,0.1982142857142857,0.20187221578469658,0.1721311475409836,0.178125,0.0,21,1,0.0,0.04395604395604396,152,3,0.0,0.08510638297872342,146,3,0.0,0.20754716981132076
emanual_257,How do I change the current time on TV?,ace_packed_160,ace_focused_160,0.1761627906976744,0.2176064111613186,0.1761627906976744,0.28500000000000003,0.25,146,2,0.0,0.0,156,5,0.0,0.05128205128205127,158,5,0.0,0.1395348837209302
emanual_237,How do I select Optimized sound mode?,ace_packed_160,ace_packed_160,0.21,0.2326915931301537,0.236588222505513,0.25177499027484934,0.42857142857142855,159,4,0.0,0.1818181818181818,149,4,0.0,0.1818181818181818,160,4,0.0,0.08695652173913045
emanual_568,How do I turn on or off Remote Management?,ace_packed_160,chunk_packed_160,0.19234233459315747,0.19186046511627908,0.19238229453847708,0.3251460679850845,0.25,150,3,0.0,0.19999999999999998,156,3,0.0,0.11940298507462688,153,3,0.0,0.19999999999999998
emanual_132,How do I turn on High Contrast using Bixby?,ace_packed_160,ace_focused_160,0.17878425884689086,0.22550549573766931,0.19670820389527832,0.3054553385985729,0.1111111111111111,155,3,0.0,0.2978723404255319,148,5,0.0,0.0,142,3,0.0,0.5106382978723404
emanual_302,How do I check scheduled viewings?,chunk_packed_160,ace_packed_160,0.16046511627906976,0.23987551843488722,0.1607142857142857,0.15396835103489664,0.1111111111111111,154,2,0.0,0.09345794392523366,154,4,0.0,0.10810810810810813,147,5,0.0,0.05882352941176471
emanual_442,What do I do if wireless network connection failed?,ace_packed_160,ace_packed_160,0.19,0.19639441261751567,0.19,0.2625,1.0,152,4,0.0,0.19999999999999998,156,4,0.0,0.19607843137254902,160,4,0.0,0.19999999999999998
emanual_543,Can I select Auto Power Off?,ace_packed_160,ace_focused_160,0.18068181818181817,0.17848101265822786,0.17848101265822786,0.34557969930056953,0.6666666666666666,159,3,0.0,0.0,144,3,0.0,0.21428571428571425,142,3,0.0,0.21428571428571425
emanual_645,Can I fix low volume issue?,chunk_packed_160,ace_focused_160,0.19090909090909092,0.15756302521008403,0.15756302521008403,0.1875,0.0,21,1,0.0,0.0,160,4,0.0,0.0,158,4,0.0,0.09523809523809523
emanual_363,Can I changing the name of the TV on a network?,ace_packed_160,chunk_packed_160,0.32956521195917754,0.3671985579408711,0.35845617274742303,0.5191113577054347,0.6666666666666666,151,4,0.0,0.4615384615384615,158,4,0.0,0.4615384615384615,160,3,0.0,0.09523809523809523
emanual_466,I dont know about Universal Guide. What is it?,ace_packed_160,ace_packed_160,0.17045454545454544,0.18292682926829268,0.1669811320754717,0.2515544399623931,0.25,159,4,0.0,0.07142857142857142,158,4,0.0,0.617283950617284,159,3,0.0,0.03636363636363636
emanual_648,Can I fix odd sound of speaker?,chunk_packed_160,ace_packed_160,0.21136363636363636,0.1652542372881356,0.21136363636363636,0.22499999999999998,0.0,21,1,0.0,0.0,157,4,0.0,0.09459459459459459,147,4,0.0,0.04225352112676056
emanual_535,Can I set the clock manually?,ace_packed_160,chunk_packed_160,0.17727272727272728,0.21428571428571427,0.1891304347826087,0.29062503983867727,0.42857142857142855,153,3,0.0,0.0,155,4,0.0,0.0,156,4,0.0,0.2857142857142857
emanual_465,How can I turn on ambient mode on TV screen. Can you explain about that?,ace_packed_160,ace_focused_160,0.1842391304347826,0.2052946084242351,0.19375,0.222,0.42857142857142855,144,2,0.0,0.0,144,3,0.0,0.07575757575757576,135,3,0.0,0.07575757575757576
emanual_283,How can I select channel filter option ?,chunk_packed_160,ace_packed_160,0.175721467369721,0.22094939598132776,0.1891304347826087,0.195,0.0,146,4,0.0,0.0,156,4,0.0,0.22950819672131148,145,5,0.0,0.037037037037037035
emanual_631,Where do I find Reset option ?,ace_packed_160,ace_focused_160,0.175,0.1751776271165692,0.17675182551346583,0.22499999999999998,0.42857142857142855,158,4,0.0,0.25806451612903225,159,5,0.0,0.07142857142857142,160,5,0.0,0.17647058823529413
emanual_333,Hpw do I configure advanced broadcasting audio settings?,ace_packed_160,ace_packed_160,0.18624125660165028,0.25303987701260244,0.22273493729442864,0.35854131070088413,0.42857142857142855,149,3,0.0,0.0,141,4,0.0,0.0,148,3,0.0,0.0
emanual_114,Why my TV is making a popping noise?,ace_packed_160,chunk_packed_160,0.16799999999999998,0.25220860540645307,0.21381099620050864,0.46169238560060977,0.0,21,1,0.0,0.0,153,4,0.0,0.0,157,4,0.0,0.0
emanual_82,I need to lock app. How to do this?,ace_packed_160,ace_focused_160,0.1793478260869565,0.19615384615384615,0.19615384615384615,0.2464285714285714,1.0,158,4,0.0,0.21875,155,5,0.0,0.09523809523809523,158,3,0.0,0.3272727272727273
emanual_347,How to update TV's software through USB device?,ace_packed_160,ace_packed_160,0.20294117647058824,0.20294117647058824,0.20294117647058824,0.28846153846153844,0.6666666666666666,151,3,0.0,0.2641509433962264,157,4,0.0,0.36363636363636365,159,3,0.0,0.16494845360824742
emanual_276,Please instruct how to record any program?,ace_packed_160,ace_focused_160,0.1732758620689655,0.178125,0.178125,0.28500000000000003,0.6666666666666666,141,2,0.0,0.06521739130434784,159,4,0.0,0.15789473684210528,156,3,0.0,0.20304568527918782
emanual_403,How do I enable/disable light effect?,ace_packed_160,ace_packed_160,0.15981427073675253,0.24002345925071633,0.15535714285714286,0.24227402323626157,0.0,143,3,0.0,0.0,143,3,0.0,0.03773584905660377,159,3,0.0,0.0
emanual_92,How to create new account in SmartThings ?,ace_packed_160,ace_packed_160,0.18,0.18,0.18,0.2625,0.6666666666666666,147,3,0.0,0.0,141,5,0.0,0.19753086419753085,147,5,0.0,0.19753086419753085
emanual_467,I want to  enter into Ambient mode. How can I do that?,ace_packed_160,chunk_packed_160,0.16999999999999998,0.23647684863498794,0.16999999999999998,0.2785714285714286,0.0,152,3,0.0,0.05454545454545455,145,4,0.0,0.03669724770642201,157,5,0.0,0.03669724770642201
emanual_413,Where do I find signal information ?,ace_packed_160,chunk_packed_160,0.18118020866536533,0.18093768651209127,0.1901938585006327,0.31337410851659475,0.0,147,3,0.0,0.19672131147540983,157,3,0.0,0.12698412698412698,155,4,0.0,0.06557377049180327
emanual_32,How can I view the channels that are serached by auto program function and How can I view first five favorite channel?,chunk_packed_160,ace_packed_160,0.21,0.24846636061169503,0.2507578480268017,0.23559821301651296,0.25,159,3,0.0,0.0,141,5,0.0,0.0,141,5,0.0,0.0
emanual_490,Can I configure Tint?,ace_packed_160,chunk_packed_160,0.1650702782860544,0.21674581298076942,0.195,0.26721497909510145,0.6666666666666666,152,3,0.0,0.14545454545454545,160,3,0.0,0.14545454545454545,160,3,0.0,0.14545454545454545
emanual_426,How do I fix the missing/wrong color issue ?,ace_packed_160,chunk_packed_160,0.17977982541222115,0.22595091041418341,0.18833588628288409,0.3136363636363636,0.42857142857142855,142,4,0.0,0.06829268292682926,142,4,0.0,0.030150753768844223,157,5,0.0,0.010050251256281407
emanual_420,How do I fix blurring issues on TV screen?,chunk_packed_160,ace_focused_160,0.186,0.2332915890350372,0.186,0.18214287966134932,0.0,21,1,0.0,0.0,157,3,0.0,0.03296703296703296,156,2,0.0,0.03296703296703296
emanual_89,What is the use of universal guide?,ace_packed_160,ace_packed_160,0.19736842105263158,0.186734693877551,0.186734693877551,0.3436374444781067,0.25,153,4,0.0,0.24390243902439027,159,3,0.0,0.32558139534883723,155,4,0.0,0.1656050955414013
emanual_341,What is the feature of Bixby guide?,ace_packed_160,ace_focused_160,0.20603159829872028,0.19787234042553192,0.19787234042553192,0.2668696575785142,0.6666666666666666,147,4,0.0,0.0,155,5,0.0,0.01652892561983471,158,4,0.0,0.06451612903225806
emanual_64,How to launch the last used app automatically?,ace_packed_160,ace_focused_160,0.2127906976744186,0.21923076923076923,0.21923076923076923,0.4,0.6666666666666666,158,4,0.0,0.13084112149532712,153,5,0.0,0.13084112149532712,151,5,0.0,0.13084112149532712
emanual_145,Where do I find the list of my favorite channels?,chunk_packed_160,chunk_packed_160,0.21136363636363636,0.21153091001493002,0.2076132038010629,0.23466118634791694,0.25,154,5,0.0,0.0,154,5,0.0,0.0,160,5,0.0,0.0
emanual_473, I want to setup a  beautiful screens. How can I do that?,ace_packed_160,chunk_packed_160,0.17144242336512663,0.23647684863498794,0.191191851109307,0.24,0.6666666666666666,152,3,0.0,0.02515723270440252,153,2,0.0,0.0,156,1,0.0,0.0
emanual_305,How do I record using time Timeshift function?,ace_packed_160,ace_focused_160,0.20625,0.19535001024314017,0.18656797839320738,0.2685896979519658,1.0,152,4,0.0,0.06756756756756757,145,5,0.0,0.013888888888888888,145,5,0.0,0.14102564102564102
emanual_365,My IP auto setting failed. How to configure it?,ace_packed_160,ace_focused_160,0.1875476352665516,0.18387096774193548,0.18387096774193548,0.24310344827586206,0.6666666666666666,160,4,0.0,0.07462686567164178,156,4,0.0,0.06015037593984962,156,4,0.0,0.08888888888888888
emanual_371,How can I connect my mobile device to the TV?,ace_packed_160,chunk_packed_160,0.19436619718309858,0.2643653834504821,0.19436619718309858,0.2785714285714286,0.42857142857142855,159,4,0.0,0.21649484536082472,140,4,0.0,0.022727272727272724,140,4,0.0,0.08743169398907104
emanual_19,How to configure Contrast and Sharpness?,ace_packed_160,ace_focused_160,0.1867119029162284,0.17872340425531913,0.17872340425531913,0.262896907438088,0.25,152,3,0.0,0.11214953271028036,150,3,0.0,0.11214953271028036,144,3,0.0,0.11214953271028036
emanual_577,What are the steps to reset network?,chunk_packed_160,ace_packed_160,0.2625,0.2691192980624584,0.2625,0.25,1.0,159,4,0.0,0.21276595744680848,160,4,0.0,0.29032258064516125,154,4,0.0,0.2857142857142857
emanual_594,How do I view a list of mobile devices registered to the TV?,ace_packed_160,ace_focused_160,0.29332452684796695,0.33632590734962886,0.31845048199449977,0.4213400626444401,0.1111111111111111,152,4,0.0,0.05194805194805195,159,4,0.0,0.05194805194805195,157,3,0.0,0.0975609756097561
emanual_454,I get this error 'some files cannot be played'. How do I fix this?,chunk_packed_160,ace_focused_160,0.26675608163103603,0.24336362871156716,0.2695846955956925,0.28052368747797296,0.6666666666666666,157,5,0.0,0.016597510373443983,156,5,0.0,0.0,156,5,0.0,0.024193548387096774
emanual_300,How do I set scheduled viewing time?,chunk_packed_160,ace_focused_160,0.195,0.19554552915753004,0.20873764347531898,0.19090909090909092,0.1111111111111111,148,3,0.0,0.14201183431952663,153,4,0.0,0.09467455621301775,159,4,0.0,0.18497109826589592
emanual_548,Can I scan TV for malicious code ?,ace_packed_160,chunk_packed_160,0.2136861452869102,0.26229706700614286,0.24280336032042715,0.305460043982464,0.6666666666666666,150,4,0.0,0.016949152542372885,157,4,0.0,0.0,159,2,0.0,0.016949152542372885
emanual_4,What is decor and how to set wallpaper of the Ambient Mode screen?,ace_packed_160,chunk_packed_160,0.1875,0.1875,0.1875,0.3,0.25,136,3,0.0,0.0,152,3,0.0,0.0,154,4,0.0,0.0
emanual_353,Can I request service I am having problem with the TV?,ace_packed_160,ace_focused_160,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.325,0.25,154,3,0.0,0.02439024390243903,148,4,0.0,0.02439024390243903,159,5,0.0,0.02469135802469136
emanual_282,From where I can see program information?,chunk_packed_160,ace_focused_160,0.22105263157894736,0.22105263157894736,0.22105263157894736,0.19090909090909092,0.1111111111111111,154,3,0.0,0.0,160,4,0.0,0.016,151,4,0.0,0.047244094488188976
emanual_1,What is source and how to serch data for channels?,chunk_packed_160,ace_packed_160,0.21000418332636422,0.20875083053461216,0.20761522319269107,0.22746603665622772,0.25,157,4,0.0,0.0,154,3,0.0,0.0,157,5,0.0,0.0
emanual_284,How can I change Antenna type?,ace_packed_160,chunk_packed_160,0.17307692307692307,0.2571081973610228,0.20715012115272946,0.20625,0.25,155,4,0.0,0.014814814814814815,147,5,0.0,0.0,139,4,0.0,0.0
emanual_359,Can I turn on the TV with a mobile device?,ace_packed_160,chunk_packed_160,0.3057692307692308,0.3057692307692308,0.3057692307692308,0.4363636363636364,0.6666666666666666,160,3,0.0,0.12698412698412698,146,3,0.0,0.03636363636363636,157,4,0.0,0.03636363636363636
emanual_395,What is the function of 'Learn TV Remote'?,ace_packed_160,ace_packed_160,0.2125806292286226,0.22804820928087038,0.2294847934520841,0.2680577773049665,0.42857142857142855,158,5,0.0,0.29850746268656714,154,4,0.0,0.3714285714285714,160,5,0.0,0.3714285714285714
emanual_539,Can I select Ambient Light Detection ?,ace_packed_160,ace_focused_160,0.16363636363636364,0.17848101265822786,0.17848101265822786,0.37547733454189414,0.0,152,3,0.0,0.0,149,5,0.0,0.0,149,5,0.0,0.03076923076923077
emanual_433,How do I fix odd sound of speaker?,ace_packed_160,ace_focused_160,0.1875,0.1749344255924873,0.16512605042016806,0.21923076923076923,0.0,21,1,0.0,0.0,157,4,0.0,0.06666666666666667,147,4,0.0,0.08888888888888889
emanual_176,How can I search for the channels?,ace_packed_160,ace_packed_160,0.17368421052631577,0.22427015790429405,0.17184466019417474,0.24642858205284826,0.25,154,5,0.0,0.08465608465608467,158,3,0.0,0.23645320197044334,142,5,0.0,0.03296703296703297
emanual_289,Explain the steps how to do Schedule Recording while watching a program?,ace_packed_160,ace_packed_160,0.21206896551724136,0.21206896551724136,0.21206896551724136,0.35,1.0,156,3,0.0,0.09523809523809522,152,4,0.0,0.2537313432835821,152,3,0.0,0.18604651162790697
emanual_229,How can I use HDMI UHD Color?,ace_packed_160,chunk_packed_160,0.19858151609744068,0.21115133038491946,0.2136947081766786,0.26531179413664885,0.42857142857142855,160,3,0.0,0.06703910614525138,147,3,0.0,0.0,152,3,0.0,0.05405405405405406
emanual_558,Can I turn TV in Ambient Mode?,ace_packed_160,ace_packed_160,0.18308823529411763,0.17556818181818182,0.17556818181818182,0.2175,0.0,154,3,0.0,0.0,144,3,0.0,0.0,144,3,0.0,0.0
emanual_310,How can I jump forward / jump backward?,ace_packed_160,ace_focused_160,0.16846770089324506,0.2313847794588972,0.20460560711519565,0.31469813251032097,0.25,152,3,0.0,0.0,156,2,0.0,0.05755395683453238,157,3,0.0,0.15068493150684933
emanual_188,How can I turn on ambient mode on TV screen?,ace_packed_160,chunk_packed_160,0.18214285714285713,0.19016366481877395,0.18214285714285713,0.25,0.0,154,3,0.0,0.07999999999999999,132,3,0.0,0.0,149,3,0.0,0.0
emanual_14,What are natural and movie mode?,chunk_packed_160,ace_focused_160,0.20635710384370415,0.258212426141045,0.2619271563857089,0.21733736613578164,0.1111111111111111,142,3,0.0,0.0,159,5,0.0,0.0,158,4,0.0,0.023255813953488372
emanual_191,Can you explain Ambient Mode?,ace_packed_160,chunk_packed_160,0.1706896551724138,0.16374045801526718,0.16374045801526718,0.4213560236481638,0.0,157,4,0.0,0.15319148936170215,149,5,0.0,0.009389671361502348,157,5,0.0,0.0
emanual_486,Can I configure Brightness?,ace_packed_160,ace_packed_160,0.16125,0.21674581298076942,0.16125,0.2627174410572658,0.25,159,2,0.0,0.0,157,3,0.0,0.09523809523809523,146,2,0.0,0.0
emanual_97,What are the uses of buttons in the e-manual?,ace_packed_160,ace_packed_160,0.26469790071715027,0.3004051929870597,0.2795619150116737,0.3946082893765458,0.6666666666666666,151,5,0.0,0.018018018018018018,157,5,0.0,0.1984732824427481,159,4,0.0,0.08403361344537816
emanual_637,Can I fix powering on issue?,ace_packed_160,chunk_packed_160,0.19090909090909092,0.21265490388986033,0.19090909090909092,0.22439558690268968,0.42857142857142855,157,4,0.0,0.010989010989010988,158,3,0.0,0.0,157,3,0.0,0.0
emanual_430,how do I fix low volume issue?,ace_packed_160,ace_packed_160,0.16874999999999998,0.21056723370224686,0.1575,0.20625,0.0,21,1,0.0,0.00966183574879227,127,5,0.0,0.03827751196172249,141,5,0.0,0.00970873786407767
emanual_116,My software update over the Internet has failed. How do I fix this?,ace_packed_160,ace_focused_160,0.18,0.20232558139534884,0.20232558139534884,0.40898777669128117,0.6666666666666666,145,2,0.0,0.0,158,4,0.0,0.008733624454148471,155,3,0.0,0.03463203463203464
emanual_59,How to turn TV in Ambient Mode?,ace_packed_160,ace_packed_160,0.18308823529411763,0.2300924813926032,0.18308823529411763,0.24473684210526314,0.0,154,3,0.0,0.037037037037037035,144,3,0.0,0.09009009009009009,144,3,0.0,0.09009009009009009
