qid,policy,representation,packer,em,f1,ans_in_context,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
959,chunk_packed_160,chunk,packed,0.0,0.08,0.0,0.7566,0.5,152.0,0.75,0.0
1495,chunk_packed_160,chunk,packed,0.0,0.1,0.0,0.7167,0.5,60.0,0.5,0.0
1281,chunk_packed_160,chunk,packed,0.0,0.1333,0.0,1.0,0.75,132.0,1.0,1.0
517,chunk_packed_160,chunk,packed,0.0,0.129,0.0,1.0,0.75,152.0,1.0,1.0
1696,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.6939,0.5,147.0,0.5,0.0
1097,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.7812,0.25,160.0,0.25,0.0
1183,chunk_packed_160,chunk,packed,0.0,0.0941,0.0,1.0,0.5,151.0,0.75,0.0
1742,chunk_packed_160,chunk,packed,0.0,0.2667,0.0,1.0,0.75,152.0,1.0,1.0
438,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,157.0,1.0,1.0
727,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.6282,0.5,156.0,0.5,0.0
305,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,160.0,0.25,0.0
267,chunk_packed_160,chunk,packed,0.0,0.1667,0.0,1.0,0.75,151.0,0.75,0.0
602,chunk_packed_160,chunk,packed,0.0,0.3077,0.0,1.0,0.5,157.0,0.75,0.0
1042,chunk_packed_160,chunk,packed,0.0,0.0833,0.0,0.4286,0.25,154.0,0.75,0.0
429,chunk_packed_160,chunk,packed,0.0,0.4444,0.0,0.732,0.5,153.0,1.0,1.0
1109,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,144.0,0.75,0.0
1116,chunk_packed_160,chunk,packed,0.0,0.2105,1.0,0.5263,0.25,152.0,0.5,0.0
344,chunk_packed_160,chunk,packed,0.0,0.0465,0.0,1.0,0.5,159.0,0.75,0.0
658,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,159.0,0.75,0.0
1449,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2579,0.25,159.0,0.5,0.0
1304,chunk_packed_160,chunk,packed,0.0,0.0571,0.0,1.0,0.5,160.0,0.75,0.0
778,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,132.0,0.5,0.0
1752,chunk_packed_160,chunk,packed,0.0,0.125,0.0,0.552,0.25,125.0,0.75,0.0
717,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.5,157.0,1.0,1.0
669,chunk_packed_160,chunk,packed,0.0,0.0615,0.0,0.6382,0.5,152.0,0.75,0.0
831,chunk_packed_160,chunk,packed,0.0,0.069,0.0,0.4938,0.25,160.0,0.25,0.0
160,chunk_packed_160,chunk,packed,0.0,0.2,0.0,1.0,0.5,121.0,0.75,0.0
801,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3797,0.25,158.0,0.25,0.0
848,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.6474,0.5,156.0,0.5,0.0
869,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,141.0,0.25,0.0
1000,chunk_packed_160,chunk,packed,0.0,0.3333,0.0,1.0,0.75,158.0,1.0,1.0
453,chunk_packed_160,chunk,packed,0.0,0.0741,0.0,0.5782,0.5,147.0,0.75,0.0
1085,chunk_packed_160,chunk,packed,0.0,0.8,0.0,0.3881,0.5,134.0,0.5,0.0
997,chunk_packed_160,chunk,packed,0.0,0.1951,0.0,1.0,0.75,158.0,0.75,0.0
25,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,1.0,142.0,1.0,1.0
1174,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.252,0.5,123.0,0.5,0.0
3,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.5,156.0,1.0,1.0
1445,chunk_packed_160,chunk,packed,0.0,0.2532,0.0,0.4706,0.5,153.0,1.0,1.0
331,chunk_packed_160,chunk,packed,0.0,0.1918,0.0,0.65,0.5,140.0,0.5,0.0
1251,chunk_packed_160,chunk,packed,0.0,0.1538,0.0,0.8471,0.5,157.0,1.0,1.0
495,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
1533,chunk_packed_160,chunk,packed,0.0,0.0488,0.0,0.4029,0.25,139.0,0.75,0.0
1009,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.7862,0.75,145.0,1.0,1.0
436,chunk_packed_160,chunk,packed,0.0,0.1818,0.0,1.0,0.75,155.0,1.0,1.0
468,chunk_packed_160,chunk,packed,0.0,0.0364,0.0,0.4615,0.25,156.0,1.0,1.0
790,chunk_packed_160,chunk,packed,0.0,0.0833,0.0,0.5586,0.25,145.0,0.75,0.0
447,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.9125,0.5,160.0,0.75,0.0
724,chunk_packed_160,chunk,packed,0.0,0.24,0.0,0.8526,0.75,156.0,1.0,1.0
918,chunk_packed_160,chunk,packed,0.0,0.1176,0.0,1.0,0.5,140.0,0.75,0.0
788,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.8269,0.75,156.0,1.0,1.0
171,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,153.0,1.0,1.0
1247,chunk_packed_160,chunk,packed,0.0,0.4615,1.0,0.6577,0.5,149.0,0.5,0.0
1036,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
450,chunk_packed_160,chunk,packed,0.0,0.125,0.0,1.0,0.75,149.0,1.0,1.0
330,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.8481,0.75,158.0,1.0,1.0
906,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,151.0,1.0,1.0
912,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4507,0.25,142.0,1.0,1.0
903,chunk_packed_160,chunk,packed,0.0,0.1071,0.0,1.0,0.5,126.0,0.75,0.0
215,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,159.0,0.25,0.0
1741,chunk_packed_160,chunk,packed,0.0,0.1,0.0,0.2385,0.25,130.0,0.75,0.0
1046,chunk_packed_160,chunk,packed,0.0,0.2222,0.0,1.0,0.75,155.0,1.0,1.0
277,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.791,0.5,134.0,1.0,1.0
338,chunk_packed_160,chunk,packed,0.0,0.2,0.0,1.0,0.75,157.0,1.0,1.0
1208,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.5,143.0,0.5,0.0
843,chunk_packed_160,chunk,packed,0.0,0.1143,0.0,0.443,0.25,158.0,0.5,0.0
1255,chunk_packed_160,chunk,packed,0.0,0.2,0.0,0.8917,0.75,157.0,1.0,1.0
854,chunk_packed_160,chunk,packed,0.0,0.2655,0.0,0.859,0.5,156.0,0.5,0.0
674,chunk_packed_160,chunk,packed,0.0,0.1081,0.0,0.4813,0.25,160.0,0.75,0.0
1031,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.5,135.0,1.0,1.0
403,chunk_packed_160,chunk,packed,0.0,0.0286,0.0,0.6667,0.5,153.0,0.75,0.0
978,chunk_packed_160,chunk,packed,0.0,0.6667,0.0,0.465,0.25,157.0,0.5,0.0
1270,chunk_packed_160,chunk,packed,0.0,0.4,0.0,1.0,1.0,91.0,1.0,1.0
569,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,158.0,0.25,0.0
1748,chunk_packed_160,chunk,packed,0.0,0.4545,0.0,0.7879,0.5,132.0,0.75,0.0
769,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4459,0.25,148.0,1.0,1.0
962,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0
35,chunk_packed_160,chunk,packed,0.0,0.1091,0.0,1.0,0.5,144.0,1.0,1.0
871,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5987,0.25,152.0,0.25,0.0
152,chunk_packed_160,chunk,packed,0.0,0.1176,0.0,1.0,0.5,142.0,1.0,1.0
119,chunk_packed_160,chunk,packed,0.0,0.1333,0.0,0.457,0.25,151.0,1.0,1.0
667,chunk_packed_160,chunk,packed,0.0,0.2222,0.0,1.0,0.75,147.0,1.0,1.0
1015,chunk_packed_160,chunk,packed,0.0,0.3056,0.0,1.0,0.75,144.0,1.0,1.0
1494,chunk_packed_160,chunk,packed,0.0,0.08,0.0,0.5294,0.5,68.0,0.5,0.0
1287,chunk_packed_160,chunk,packed,0.0,0.3,0.0,0.4406,0.25,143.0,0.75,0.0
1649,chunk_packed_160,chunk,packed,0.0,0.1538,0.0,0.3217,0.25,143.0,0.5,0.0
1423,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,156.0,1.0,1.0
70,chunk_packed_160,chunk,packed,0.0,0.3333,0.0,1.0,0.75,158.0,1.0,1.0
363,chunk_packed_160,chunk,packed,0.0,0.4,0.0,0.5556,0.25,144.0,0.75,0.0
706,chunk_packed_160,chunk,packed,0.0,0.08,0.0,0.535,0.25,157.0,1.0,1.0
1345,chunk_packed_160,chunk,packed,0.0,0.1928,0.0,0.1156,0.25,147.0,0.5,0.0
879,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.7548,0.5,155.0,1.0,1.0
692,chunk_packed_160,chunk,packed,0.0,0.1224,0.0,0.5214,0.5,140.0,0.75,0.0
1436,chunk_packed_160,chunk,packed,0.0,0.2,0.0,0.4675,0.25,154.0,0.75,0.0
1214,chunk_packed_160,chunk,packed,0.0,0.0526,0.0,0.4286,0.25,140.0,0.5,0.0
558,chunk_packed_160,chunk,packed,0.0,0.1667,0.0,0.6667,0.75,144.0,0.75,0.0
985,chunk_packed_160,chunk,packed,0.0,0.1667,0.0,0.5933,0.5,150.0,0.75,0.0
204,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,158.0,0.25,0.0
973,chunk_packed_160,chunk,packed,0.0,0.0702,0.0,0.5159,0.5,157.0,1.0,1.0
666,chunk_packed_160,chunk,packed,0.0,0.0506,0.0,1.0,0.75,152.0,1.0,1.0
834,chunk_packed_160,chunk,packed,0.0,0.4,0.0,0.9306,0.5,144.0,0.75,0.0
923,chunk_packed_160,chunk,packed,0.0,0.0759,0.0,0.9459,0.75,148.0,0.75,0.0
609,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,134.0,0.25,0.0
228,chunk_packed_160,chunk,packed,0.0,0.2667,0.0,0.5828,0.5,151.0,0.75,0.0
867,chunk_packed_160,chunk,packed,0.0,0.1,0.0,0.4581,0.25,155.0,0.5,0.0
1089,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,159.0,0.75,0.0
855,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
236,chunk_packed_160,chunk,packed,0.0,0.1304,0.0,0.1911,0.25,157.0,0.25,0.0
1506,chunk_packed_160,chunk,packed,0.0,0.0488,0.0,0.8,1.0,105.0,1.0,1.0
321,chunk_packed_160,chunk,packed,0.0,0.2979,0.0,0.6478,0.5,159.0,0.75,0.0
1462,chunk_packed_160,chunk,packed,0.0,0.1633,0.0,1.0,0.5,140.0,1.0,1.0
1129,chunk_packed_160,chunk,packed,0.0,0.3333,0.0,1.0,0.5,160.0,0.75,0.0
729,chunk_packed_160,chunk,packed,0.0,0.1053,0.0,0.3333,0.25,159.0,0.5,0.0
640,chunk_packed_160,chunk,packed,0.0,0.5217,0.0,0.7296,0.5,159.0,1.0,1.0
402,chunk_packed_160,chunk,packed,0.0,0.0952,0.0,0.6028,0.5,141.0,1.0,1.0
647,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.6732,0.5,153.0,1.0,1.0
480,chunk_packed_160,chunk,packed,0.0,0.1818,0.0,0.8831,0.5,154.0,1.0,1.0
1612,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5096,0.25,157.0,0.5,0.0
1718,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2,0.25,140.0,0.25,0.0
590,chunk_packed_160,chunk,packed,0.0,0.0667,0.0,0.7718,0.5,149.0,1.0,1.0
81,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4194,0.25,155.0,0.5,0.0
473,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.637,0.25,135.0,0.5,0.0
875,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5813,0.5,160.0,1.0,1.0
1081,chunk_packed_160,chunk,packed,0.0,0.0531,0.0,1.0,0.75,142.0,1.0,1.0
1740,chunk_packed_160,chunk,packed,0.0,0.0444,0.0,1.0,0.5,151.0,1.0,1.0
1686,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,155.0,0.5,0.0
210,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.9125,1.0,160.0,1.0,1.0
1611,chunk_packed_160,chunk,packed,0.0,0.2105,0.0,0.5364,0.25,151.0,1.0,1.0
1400,chunk_packed_160,chunk,packed,0.0,0.3214,0.0,1.0,0.75,160.0,1.0,1.0
1096,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4969,0.75,159.0,1.0,1.0
1412,chunk_packed_160,chunk,packed,0.0,0.0879,0.0,1.0,0.75,157.0,1.0,1.0
1629,chunk_packed_160,chunk,packed,0.0,0.1867,0.0,0.8626,1.0,131.0,1.0,1.0
564,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.9026,0.5,154.0,0.75,0.0
1037,chunk_packed_160,chunk,packed,0.0,0.12,0.0,0.3,0.25,150.0,0.5,0.0
1564,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.471,0.25,155.0,0.25,0.0
350,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4465,0.5,159.0,1.0,1.0
1223,chunk_packed_160,chunk,packed,0.0,0.0769,0.0,0.0,0.0,141.0,0.25,0.0
366,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
1699,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1702,0.25,141.0,0.25,0.0
657,chunk_packed_160,chunk,packed,0.0,0.3368,0.0,0.1208,0.25,149.0,0.5,0.0
189,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,155.0,1.0,1.0
897,chunk_packed_160,chunk,packed,0.0,0.3429,0.0,0.7821,0.75,156.0,1.0,1.0
1650,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.5,158.0,0.75,0.0
269,chunk_packed_160,chunk,packed,0.0,0.1333,0.0,1.0,0.75,146.0,1.0,1.0
1623,chunk_packed_160,chunk,packed,0.0,0.08,0.0,0.0,0.0,159.0,0.5,0.0
1107,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.5,144.0,1.0,1.0
546,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.86,0.5,150.0,1.0,1.0
721,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5541,0.5,148.0,1.0,1.0
586,chunk_packed_160,chunk,packed,0.0,0.0385,0.0,0.5197,0.5,152.0,0.5,0.0
516,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,59.0,0.5,0.0
1428,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1688,0.25,160.0,0.25,0.0
561,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0
1224,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4214,0.25,159.0,0.75,0.0
1616,chunk_packed_160,chunk,packed,0.0,0.5,0.0,0.0,0.0,151.0,0.25,0.0
1238,chunk_packed_160,chunk,packed,0.0,0.3636,1.0,0.6609,0.25,115.0,0.25,0.0
1165,chunk_packed_160,chunk,packed,0.0,0.1463,0.0,0.5256,0.25,156.0,0.5,0.0
1631,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0
1391,chunk_packed_160,chunk,packed,0.0,0.1034,0.0,0.3356,0.25,149.0,0.5,0.0
540,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1195,0.25,159.0,0.25,0.0
740,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
406,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.75,153.0,1.0,1.0
1102,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1053,0.25,133.0,0.25,0.0
761,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5461,0.25,141.0,1.0,1.0
708,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1962,0.25,158.0,0.5,0.0
8,chunk_packed_160,chunk,packed,0.0,0.1633,0.0,1.0,0.75,149.0,1.0,1.0
88,chunk_packed_160,chunk,packed,0.0,0.0,0.0,1.0,0.5,146.0,0.75,0.0
1421,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4903,0.25,155.0,0.5,0.0
677,chunk_focused_160,chunk,focused,0.0,0.3,0.0,0.7748,0.5,151.0,1.0,1.0
39,chunk_focused_160,chunk,focused,0.0,0.2222,0.0,0.6556,0.5,151.0,0.5,0.0
1468,chunk_focused_160,chunk,focused,0.0,0.2899,0.0,0.3987,0.25,153.0,0.5,0.0
798,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7419,0.75,155.0,1.0,1.0
1301,chunk_focused_160,chunk,focused,0.0,0.2105,0.0,0.8298,0.25,141.0,0.5,0.0
1047,chunk_focused_160,chunk,focused,0.0,0.0,0.0,1.0,0.5,138.0,0.75,0.0
1191,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
635,chunk_focused_160,chunk,focused,0.0,0.6,0.0,0.5333,0.25,150.0,0.25,0.0
1248,chunk_focused_160,chunk,focused,0.0,0.25,0.0,1.0,0.5,154.0,0.75,0.0
1121,chunk_focused_160,chunk,focused,0.0,0.1429,0.0,0.7125,0.5,160.0,1.0,1.0
67,chunk_focused_160,chunk,focused,0.0,0.2857,0.0,0.5443,0.25,158.0,1.0,1.0
1077,chunk_focused_160,chunk,focused,0.0,0.1538,0.0,0.9301,0.5,143.0,0.5,0.0
585,chunk_focused_160,chunk,focused,0.0,0.1143,0.0,1.0,0.5,159.0,0.75,0.0
736,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4698,0.25,149.0,0.75,0.0
1628,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.145,0.25,131.0,0.25,0.0
1560,chunk_focused_160,chunk,focused,0.0,0.0328,0.0,1.0,0.75,158.0,1.0,1.0
1227,chunk_focused_160,chunk,focused,0.0,0.125,0.0,0.4875,0.25,160.0,0.5,0.0
1756,chunk_focused_160,chunk,focused,0.0,0.0513,0.0,0.32,1.0,150.0,1.0,1.0
766,chunk_focused_160,chunk,focused,0.0,0.08,0.0,0.4875,0.25,160.0,0.75,0.0
145,chunk_focused_160,chunk,focused,0.0,0.087,0.0,1.0,0.75,157.0,0.75,0.0
944,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5369,0.25,149.0,1.0,1.0
1091,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2361,0.25,72.0,0.5,0.0
