qid,question,rule_policy,oracle_policy,chunk_confidence,bm25_confidence,hybrid_confidence,ace_confidence,ace_chunk_doc_jaccard,chunk_packed_280_tokens,chunk_packed_280_doc_count,chunk_packed_280_em,chunk_packed_280_f1,bm25_packed_280_tokens,bm25_packed_280_doc_count,bm25_packed_280_em,bm25_packed_280_f1,hybrid_packed_280_tokens,hybrid_packed_280_doc_count,hybrid_packed_280_em,hybrid_packed_280_f1,ace_packed_280_tokens,ace_packed_280_doc_count,ace_packed_280_em,ace_packed_280_f1,ace_focused_220_tokens,ace_focused_220_doc_count,ace_focused_220_em,ace_focused_220_f1
5a7cb94f554299683c1c6353,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,ace_focused_220,ace_focused_220,0.2243537941013895,0.24409810230701073,0.2496826486956268,0.2862751518482358,0.25,278,5,0.0,0.0,272,5,0.0,0.0,269,5,0.0,0.0,269,5,0.0,0.0,215,5,0.0,0.0
5ab874ba5542990e739ec904,The Twelfth United States Army Group commander was the first chairman of what?,ace_focused_220,hybrid_packed_280,0.35312188111619314,0.34946198669178885,0.35643851605726007,0.45196974659616185,1.0,266,5,0.0,0.0,277,5,0.0,0.8,280,5,1.0,1.0,274,5,0.0,0.8,203,5,0.0,0.0
5ae3a8985542992f92d82329,Politician Lyman Sherwood was born in what New York county?,chunk_packed_280,ace_focused_220,0.35336688988072484,0.37673727382444816,0.3751759746292219,0.35964318945006535,0.42857142857142855,261,5,0.0,0.0,272,5,0.0,0.0,262,5,0.0,0.0,269,5,0.0,0.6666666666666666,213,5,0.0,0.6666666666666666
5ac39f7b554299218029dbe7,Robert Earl Holding owned an oil company that was originally founded by who?,chunk_packed_280,ace_focused_220,0.27895495144983307,0.3000188398099841,0.3007505686160168,0.2965081281488016,0.42857142857142855,279,5,1.0,1.0,278,5,0.0,0.0,271,5,0.0,0.0,273,5,1.0,1.0,213,4,1.0,1.0
5ae27b535542996483e649b6,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",chunk_packed_280,ace_focused_220,0.3979808167098564,0.4343405895158624,0.41949940560787036,0.3776607475289865,0.42857142857142855,264,5,1.0,1.0,264,5,1.0,1.0,275,5,1.0,1.0,261,5,1.0,1.0,218,4,1.0,1.0
5a7331de5542994cef4bc4a8,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat? ",ace_packed_280,ace_focused_220,0.26738684518948985,0.25892658602785223,0.28595279474832636,0.29798701015719664,0.42857142857142855,235,4,0.0,0.12903225806451613,234,4,0.0,0.06451612903225806,236,4,0.0,0.12903225806451613,244,5,0.0,0.12903225806451613,206,4,0.0,0.12903225806451613
5ac15de55542991316484afb,Were the films Crazy Love and Welcome to Nollywood both released in 2008?,chunk_packed_280,chunk_packed_280,0.2990099857150926,0.2972082543475531,0.2967316844655117,0.303234847453268,0.42857142857142855,272,5,1.0,1.0,274,5,1.0,1.0,267,5,0.0,0.0,280,5,0.0,0.0,183,5,0.0,0.0
5a7c6c9d554299683c1c6302,In what county was Duffy Jackson born?,ace_focused_220,ace_packed_280,0.2980021708216011,0.2999872401100786,0.2975467220385475,0.43113799588463064,0.42857142857142855,276,5,0.0,0.0,280,5,0.0,0.0,264,5,0.0,0.0,243,5,0.0,0.5,178,5,0.0,0.0
5ae6363b55429929b0807af0,When was the defending titlist of 2009–10 Biathlon World Cup – Pursuit Men born? ,chunk_packed_280,ace_packed_280,0.4388150138764628,0.44077496738368305,0.4428136646798132,0.42293207126815724,0.6666666666666666,168,5,0.0,0.0,168,5,0.0,0.0,168,5,0.0,0.0,166,5,0.0,0.0,166,5,0.0,0.0
5a8cea40554299441c6b9f76,"Which mountain is taller, Gasherbrum II or Langtang Ri?",ace_focused_220,hybrid_packed_280,0.24663619132352155,0.27411974590873306,0.2649655577814747,0.3269798087727289,1.0,279,5,1.0,1.0,275,5,1.0,1.0,264,5,1.0,1.0,249,5,0.0,0.0,219,5,0.0,0.0
5ab5ecd75542992aa134a3e6,Which Dutch media tycoon transferred all of its media activities to Talpa Holding?,chunk_packed_280,ace_focused_220,0.28776196520689035,0.3251110984300626,0.30904313992947663,0.2702166577708913,0.6666666666666666,269,5,0.0,0.0,269,5,0.0,0.0,269,5,0.0,0.0,264,5,0.0,0.8571428571428571,202,5,0.0,0.8571428571428571
5a84c5545542991dd0999dee,When did the car depicted on the cover of Pentastar: In the Style of Demons cease production?,ace_focused_220,ace_focused_220,0.32951454995351404,0.3759880081969027,0.3674141997727689,0.371752618896277,0.42857142857142855,262,5,0.0,0.0,265,4,0.0,0.0,268,4,0.0,0.0,280,5,0.0,0.0,211,3,0.0,0.0
5adeacf955429975fa854f66,What commentator and author questioned the validity of CORE's non-profit status?,chunk_packed_280,ace_focused_220,0.24551704266127677,0.2754413469982957,0.2788907096006432,0.26133832638662535,0.25,264,5,0.0,0.0,265,5,0.0,0.0,273,5,0.0,0.0,280,5,0.0,0.0,216,4,0.0,0.0
5a8ce15d554299653c1aa12f,did Robert Wise have more award nominations than Zoltan Korda?,ace_focused_220,ace_focused_220,0.22825576087928104,0.20244863973448166,0.24876056726685786,0.2999025473763032,0.25,276,5,0.0,0.0,276,5,0.0,0.0,272,5,0.0,0.0,278,5,0.0,0.0,217,5,0.0,0.0
5ade4da055429939a52fe878,My Neighbor Totoro was produced by a Japanese animation film studio founded in what year?,ace_focused_220,ace_focused_220,0.2932615406917609,0.28452814672940385,0.2930660589448066,0.3658038050244686,0.6666666666666666,263,5,0.0,0.0,264,5,0.0,0.0,264,5,0.0,0.0,278,5,0.0,0.0,210,5,0.0,0.0
5ab2a186554299295394677b,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",ace_focused_220,chunk_packed_280,0.25396695194809926,0.2767812489633166,0.26803757195021055,0.33238177012861214,0.6666666666666666,269,5,1.0,1.0,269,5,1.0,1.0,269,5,1.0,1.0,264,5,0.0,0.0,219,4,0.0,0.0
5ade66e1554299728e26c713,"What years did Jose Gonzalo Rodriguez Gacha and other leaders of fthe Medallin Cartel operate in Boliva, Colombia, Central America, Peru, the United States, Canada, and Europe?",ace_focused_220,ace_focused_220,0.25211539412210715,0.2850499564740867,0.2667878547262292,0.33494741692746305,1.0,268,4,1.0,1.0,244,3,0.0,0.0,268,4,1.0,1.0,277,5,1.0,1.0,219,4,1.0,1.0
5a7c634c55429907fabeef79,"Which writer died later, Agatha Christie or Clement Greenberg?",ace_focused_220,ace_focused_220,0.2477140087670469,0.2454851936992673,0.25931707225496103,0.31862066898389146,0.6666666666666666,251,4,1.0,1.0,274,5,1.0,1.0,271,5,1.0,1.0,253,5,1.0,1.0,190,4,1.0,1.0
5ae13f3c5542997b2ef7d168,Arthur Noss was a gunner for the commader during which two European theatre battles in WWII?,ace_focused_220,bm25_packed_280,0.2432029492323185,0.2621947771834545,0.27153963737245623,0.32539953780054715,0.42857142857142855,278,5,0.0,0.0,270,5,0.0,0.6,278,4,0.0,0.6,249,5,0.0,0.0,219,5,0.0,0.0
5ae17cd055429901ffe4aea3,Between Pinanga and Alopecurus which genus is more common in temperate regions?,ace_focused_220,ace_focused_220,0.2642815899951237,0.2695240830540738,0.28599924096342166,0.3007440868410808,0.42857142857142855,277,5,1.0,1.0,275,5,1.0,1.0,280,5,1.0,1.0,268,5,1.0,1.0,206,5,1.0,1.0
5ae7940c55429952e35ea984,What is the name of shipping magnate Mærsk Mc-Kinney Møller' father?,ace_focused_220,ace_focused_220,0.3554907592820692,0.3591343913860626,0.35849478014074115,0.4719196144616864,0.6666666666666666,277,5,0.0,0.5,279,5,0.0,0.5,274,5,0.0,0.5,277,5,0.0,0.5,209,5,0.0,0.5
5a7296815542991f9a20c515,"Who brewed the first espresso coffee in space, Patrick Baudry or Samantha Cristoforetti?",ace_focused_220,ace_focused_220,0.27062718220517656,0.27795415048134636,0.27527180318011635,0.43557502420412864,0.6666666666666666,257,5,1.0,1.0,272,5,1.0,1.0,258,5,1.0,1.0,276,5,1.0,1.0,215,4,1.0,1.0
5ab2e8ad554299340b525562,Who starred alongside South Korean actor and singer Kim Ki-bum in the 2012 romantic comedy series I Love Lee Tae-ri?,chunk_packed_280,ace_focused_220,0.3983240746692558,0.43990440658700636,0.42550603191859815,0.37525910078737235,0.6666666666666666,257,5,1.0,1.0,271,5,1.0,1.0,257,5,1.0,1.0,279,5,1.0,1.0,210,5,1.0,1.0
5a89b1de5542992e4fca8378,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,ace_focused_220,ace_focused_220,0.3539483519160014,0.365562877327655,0.3760364358822913,0.39792441091949526,1.0,278,5,0.0,0.0,203,5,0.0,0.0,272,5,0.0,0.0,245,5,1.0,1.0,217,5,1.0,1.0
5ab78edc5542995dae37e95c,Where is the school that Tyler Kalinoski went to located?,chunk_packed_280,ace_focused_220,0.30961235950611316,0.28526089556182543,0.3018630782004429,0.323951101112148,0.6666666666666666,276,5,0.0,0.08,272,5,0.0,0.0,278,5,0.0,0.0,276,5,0.0,0.4,215,3,0.0,0.4
5ae73acb5542991e8301cc07,D1NZ is a series based on what oversteering technique?,ace_focused_220,chunk_packed_280,0.23084087465190134,0.2503916411603474,0.2913735239739469,0.32196682787377556,0.25,259,4,1.0,1.0,275,5,0.0,0.0,276,5,1.0,1.0,267,5,0.0,0.0,198,4,0.0,0.0
5a8257fa55429940e5e1a866,The most famous song of the last monarch of Hawaii was what?,ace_focused_220,ace_focused_220,0.2254329402810403,0.274100290063895,0.2355404649232361,0.2757797937694799,1.0,264,4,1.0,1.0,277,5,1.0,1.0,269,4,1.0,1.0,245,5,1.0,1.0,212,5,1.0,1.0
5a8d8e4f5542994ba4e3dca7,"The NG postcode area is situated approximately how many miles from Gamston, Rushcliffe?",chunk_packed_280,ace_focused_220,0.29675307997935396,0.3006028154920542,0.3005054819004628,0.3047143315019653,0.6666666666666666,268,4,0.0,0.5,273,5,0.0,0.5,276,5,0.0,0.5,259,4,0.0,0.5,194,3,0.0,0.5
5a8a07725542992d82986e5b,"Along side Thomas Alan, which singer's first three albums were recorded at The Boarding House?",ace_focused_220,ace_focused_220,0.27137066107576086,0.29524926620306124,0.2870286858348453,0.29833803106451334,0.6666666666666666,274,4,0.0,0.0,277,5,0.0,0.0,277,5,0.0,0.0,270,5,0.0,0.0,203,4,0.0,0.0
5a79fac85542996c55b2dcc1,The Curaçao Centre for Correction and Detention changed its name to Sentro di Detenshon i Korekshon Kòrsou at this event which saw the dissolution of a Caribbean country on what date?,ace_focused_220,ace_focused_220,0.3321464412198939,0.38483969895588443,0.3627722283707191,0.39679502428096947,0.6666666666666666,275,5,1.0,1.0,274,5,0.0,0.0,274,5,0.0,0.5,275,4,0.0,0.5,201,3,1.0,1.0
5a81537355429926c1cdad20,What conference champions were putted against each other in the first NBA Finals in which the Orlando Magic's played?,chunk_packed_280,chunk_packed_280,0.25432366826502917,0.251291651162673,0.2506348316645219,0.27074391931774006,1.0,264,4,0.0,0.3076923076923077,264,4,0.0,0.3076923076923077,264,4,0.0,0.3076923076923077,269,4,0.0,0.3076923076923077,207,4,0.0,0.0
5a721d5a55429971e9dc9283,What Australian beer is a British style pale ale whose label features a character conceived in 1926? ,chunk_packed_280,ace_focused_220,0.2800132433382917,0.26673861526852943,0.28386570874345685,0.303597998552245,1.0,276,5,0.0,0.4444444444444445,273,5,0.0,0.4444444444444445,255,5,0.0,0.4444444444444445,276,5,0.0,0.4444444444444445,214,5,0.0,0.4444444444444445
5a7aa2a255429941d65f270e,"Who was born first, Chester Bennington or Mikael Stanne?",ace_focused_220,ace_focused_220,0.25373978623721777,0.27851409482715184,0.25154236014921266,0.3227530670584392,0.42857142857142855,264,5,0.0,0.8,256,5,0.0,0.8,262,5,0.0,0.8,268,5,0.0,0.8,189,5,0.0,0.8
5abe6f8455429965af743f03,What country of origin does Robert brothers and Jacques Charles have in common?,ace_focused_220,ace_focused_220,0.23795207780375027,0.28227829213646993,0.27484470525298255,0.2721761070403651,0.42857142857142855,275,5,0.0,0.0,277,5,0.0,0.0,266,5,0.0,0.0,257,5,0.0,0.0,220,2,0.0,0.0
5ae7257a554299572ea54731,"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?",chunk_packed_280,ace_packed_280,0.2670328539450636,0.26315479544996373,0.26533922840907853,0.2899162062201227,0.42857142857142855,275,5,0.0,0.0,280,5,0.0,0.0,280,5,0.0,0.0,278,5,1.0,1.0,217,5,0.0,0.0
5ac0e0e25542997d64295a6f,Dionne Bunsha worked most recently for the magazine published by what company?,chunk_packed_280,ace_focused_220,0.2900740309331612,0.3167877617018926,0.3161292678350375,0.27557668434334476,0.42857142857142855,269,5,0.0,0.0,269,5,0.0,0.0,280,5,0.0,0.0,247,5,0.0,0.0,210,5,0.0,0.0
5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,ace_packed_280,ace_focused_220,0.3037204702595932,0.3275864867510446,0.3076101792536388,0.36377311505985416,0.6666666666666666,250,5,1.0,1.0,273,4,1.0,1.0,253,5,1.0,1.0,259,5,1.0,1.0,213,4,1.0,1.0
5adea0c5554299728e26c776,Are both Helen Dunmore and M. P. Shiel of West Indian descent?,ace_packed_280,ace_focused_220,0.29374585339826975,0.336869680261511,0.3195706928533405,0.3474288286760612,1.0,186,5,0.0,0.0,258,5,0.0,0.0,209,5,0.0,0.0,186,5,0.0,0.0,159,5,1.0,1.0
5ab8372255429919ba4e226b,"What band wrote the song ""Blue Letter"" and was inducted into the Rock and Roll Hall of Fame in 1998?",chunk_packed_280,ace_focused_220,0.3320098136192946,0.31490066930363986,0.26594048597240094,0.33902415793928037,0.25,276,5,1.0,1.0,278,4,1.0,1.0,266,4,0.0,0.0,265,5,1.0,1.0,201,4,1.0,1.0
5ac0e064554299012d1db64e,the municipality of Mirditë is in a country that had how many inhabitants in 2016 ?,ace_focused_220,hybrid_packed_280,0.21018951226199206,0.28362273288883033,0.27624736145608353,0.32069210987533686,0.1111111111111111,280,5,0.0,0.0,280,5,0.0,0.0,267,5,0.0,0.8,280,5,0.0,0.0,195,4,0.0,0.0
5a8574945542997b5ce3fffb,"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?",chunk_packed_280,ace_focused_220,0.3661540941767871,0.3836746191343784,0.375693005284531,0.36613047832907164,1.0,273,5,1.0,1.0,269,5,1.0,1.0,273,5,1.0,1.0,271,5,1.0,1.0,193,4,1.0,1.0
5a8704f8554299211dda2ba4,What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?,ace_focused_220,hybrid_packed_280,0.26311218341719783,0.2633814892657405,0.26053085504261386,0.32339182889326423,0.6666666666666666,276,5,0.0,0.5,274,5,0.0,0.5,266,5,0.0,0.5,277,5,0.0,0.5,204,5,0.0,0.16666666666666666
5a81d1f0554299676cceb0ee,"Which part of Handel's Messiah covers the birth of a child who, according to the gospels of Luke and Matthew, was born in Bethlehem?",ace_focused_220,chunk_packed_280,0.26622954434407436,0.263311157413913,0.2681267326916991,0.3141537982383787,1.0,280,4,1.0,1.0,278,4,0.0,0.0,280,4,0.0,0.0,273,5,0.0,0.5,209,5,0.0,0.0
5a7bf84b5542996dd594b875,What Danish drama thriller which takes place in both Denmark and Africa was produced by Sisse Graum Jørgensen?,chunk_packed_280,ace_focused_220,0.3241449584385462,0.31257115487742526,0.3148034604838932,0.29534451535341644,0.6666666666666666,279,5,1.0,1.0,268,5,1.0,1.0,267,5,1.0,1.0,258,5,1.0,1.0,213,4,1.0,1.0
5ab69e4f554299710c8d1eee,Katie sagona is known as what kind of actor because she was a child acting on stage or in motion pictures or television?,chunk_packed_280,ace_focused_220,0.3110453946975513,0.33802601079150785,0.3081789407735978,0.33238919323395644,0.42857142857142855,267,5,1.0,1.0,258,4,1.0,1.0,258,4,1.0,1.0,274,5,1.0,1.0,216,4,1.0,1.0
5ae64ad25542995703ce8b4f,What was the name of the commander who captured all of the French ships that varied in size?,chunk_packed_280,ace_focused_220,0.2308100468062208,0.24414576161820226,0.2545672601878063,0.2553488820746096,0.6666666666666666,275,3,0.0,0.0,279,4,0.0,0.0,279,4,0.0,0.0,265,4,0.0,0.0,213,3,0.0,0.0
5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,chunk_packed_280,ace_focused_220,0.3850726013531746,0.40405135860755403,0.41596566491889,0.3798977287630229,0.6666666666666666,268,5,1.0,1.0,277,5,0.0,0.8,277,5,0.0,0.8,242,5,1.0,1.0,211,5,1.0,1.0
5a8f2fed55429918e830d1c7,Both Bo Diddley and The Yardbirds played which common genre of music during their careers?,chunk_packed_280,ace_packed_280,0.23756303211092827,0.239775642886915,0.2437889814855219,0.24473664313872584,0.6666666666666666,262,5,0.0,0.0,276,5,0.0,0.0,276,5,0.0,0.0,270,5,1.0,1.0,201,5,0.0,0.0
5ab596d95542992aa134a371,WHere are both Sanming and Jiutai District located?,ace_focused_220,ace_focused_220,0.2486158307311731,0.2711368688653057,0.27469289497449334,0.28552649591152,0.42857142857142855,255,5,0.0,0.0,277,5,0.0,0.0,276,5,0.0,0.0,253,5,0.0,0.0,204,5,0.0,0.0
5a71214d5542994082a3e5b9,What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,ace_focused_220,ace_focused_220,0.27961218523622117,0.28364747632702325,0.29793453921071633,0.41217339177372825,0.6666666666666666,279,4,0.0,0.0,276,4,0.0,0.0,279,4,0.0,0.0,280,5,0.0,0.0,218,3,0.0,0.0
5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",chunk_packed_280,ace_focused_220,0.25754794994276015,0.26084656216411156,0.2609692510135628,0.2380606836240599,0.42857142857142855,274,5,0.0,0.125,271,5,0.0,0.125,271,5,0.0,0.125,260,5,0.0,0.125,220,5,0.0,0.125
5ae35e8c5542990afbd1e120,who was the anthropologist who thought that the plaster casts that were discovered by Paul Freeman were a critical piece of evidence?,chunk_packed_280,ace_focused_220,0.3178641063333332,0.3618797546297966,0.3481424779206853,0.294173247250068,0.6666666666666666,275,5,0.0,0.0,268,5,0.0,0.0,277,5,0.0,0.0,275,5,0.0,0.25,208,4,0.0,0.25
5ae616ce5542992663a4f259,What are the names of the co-directors of the psychological horror film starring Emily Browning and Elizabeth Banks?,ace_focused_220,ace_focused_220,0.2838335130527214,0.34196888050595375,0.31834482922190355,0.3402006491531601,0.6666666666666666,274,5,0.0,0.3333333333333333,278,5,0.0,0.3333333333333333,274,5,0.0,0.3333333333333333,257,5,0.0,0.3333333333333333,202,4,0.0,0.3333333333333333
5abbc3a955429931dba144f9,Where is the first major improved highway located?,ace_focused_220,ace_focused_220,0.24475613368283258,0.2565323748825017,0.25790037348697104,0.28606483292796653,0.25,271,4,0.0,0.0,261,5,0.0,0.0,279,5,0.0,0.0,237,5,0.0,0.0,212,5,0.0,0.0
5adfe6c455429906c02daa85,Which store in Gurney Paragon was founded in Belgium in 1926?,chunk_packed_280,ace_packed_280,0.2923822962199265,0.27087613484106726,0.2810962334659296,0.30972197294748827,1.0,264,5,0.0,0.0,279,5,1.0,1.0,264,5,0.0,0.0,269,5,1.0,1.0,210,5,0.0,0.0
5a7f924c55429969796c1aba,"Which Star of British-Canadian-American satirical comedy, co starting with Ricky Gervais, began his career in sketch comedy series""Full Frontal"" ?",chunk_packed_280,ace_focused_220,0.2648186700552895,0.2668522777151421,0.2590449543239229,0.2807552326789049,0.42857142857142855,266,5,0.0,0.0,271,5,0.0,0.0,271,5,0.0,0.0,255,4,0.0,0.0,208,4,0.0,0.0
5ab938fb554299131ca422ce,Löwenbräu and Bürgerbräukeller are both located where?,chunk_packed_280,ace_focused_220,0.32124201098438215,0.3601271397897233,0.34621903782673263,0.3237655533819247,0.25,280,5,0.0,0.0,280,5,0.0,0.0,270,5,0.0,0.0,270,5,0.0,0.0,209,4,0.0,0.0
5ae1e80b5542997f29b3c197,Progress MS-09 was used to resupply the satellite that first launched into orbit in what year?,chunk_packed_280,ace_focused_220,0.29703466330455586,0.2859419617537823,0.2948177990091533,0.3103008795585716,1.0,280,5,0.0,0.0,257,5,0.0,0.0,279,5,0.0,0.0,267,5,0.0,0.0,217,4,0.0,0.0
5a89e3995542992e4fca844d,H-63 is a highway that runs near the county seat of what Michigan county?,ace_focused_220,ace_focused_220,0.33500157353563365,0.31320084309447804,0.33240873053741204,0.45997656804313636,0.6666666666666666,277,5,0.0,0.0,267,5,0.0,0.0,267,5,0.0,0.0,280,5,0.0,0.0,220,5,0.0,0.0
5ab8919655429934fafe6e13,Who used a Barrack buster to shoot down a British Army Lynx helicopter,ace_focused_220,hybrid_packed_280,0.2586077042001345,0.2880095920003636,0.2876555694947487,0.3223696019273091,0.42857142857142855,257,4,0.0,0.0,275,5,1.0,1.0,266,5,1.0,1.0,263,4,0.0,0.0,211,3,0.0,0.0
5add18345542994ed6169c7e,What liberal arts college has their athletic teams named the Lincoln Memorial Railsplitters?,ace_focused_220,ace_focused_220,0.28323294568616625,0.29023028246593807,0.3063665815059845,0.3563883094331246,1.0,274,5,1.0,1.0,274,5,1.0,1.0,280,5,1.0,1.0,272,5,1.0,1.0,200,5,1.0,1.0
5a825b0e55429954d2e2eb0c,The Lucy Maud Montgomery novel about the character Anne Shirley was first translated into Japanese by what woman?,chunk_packed_280,ace_focused_220,0.3338015246760172,0.31408102406149574,0.3280004491570991,0.33883366131448633,0.6666666666666666,279,5,0.0,0.0,262,5,0.0,0.0,275,5,0.0,0.0,255,5,0.0,0.0,217,5,0.0,0.0
5ab54056554299488d4d9923,Did Yasuzo Masumura and Pitof hail from the same country and professional career?,chunk_packed_280,ace_focused_220,0.25341274868566344,0.24202461032075895,0.25150740771790203,0.2683210059807305,0.42857142857142855,278,5,0.0,0.0,257,5,0.0,0.0,250,5,0.0,0.0,245,5,0.0,0.0,198,5,0.0,0.0
5a8a416955429930ff3c0d2b,"What did Eric Radomski produce that premiered on Disney XD on May 26, 2013?",ace_focused_220,ace_focused_220,0.2824479428601975,0.25892283223082535,0.26033765753715743,0.3313972257556626,0.6666666666666666,277,5,1.0,1.0,279,5,1.0,1.0,270,5,1.0,1.0,277,5,1.0,1.0,213,5,1.0,1.0
5a729fe55542991f9a20c53b,What man is credited eith inventing both the Leyden jar and the Tribometer?,ace_focused_220,ace_focused_220,0.2537673023872561,0.25879134956754934,0.27049078450495795,0.3111066147720596,0.6666666666666666,263,5,0.0,0.5,272,5,0.0,0.0,278,5,0.0,0.0,274,5,0.0,0.5,209,5,0.0,0.5
5abee41a5542993fe9a41d79,"What type of auto racing, performed on clay or dirt surfaced oval tracks, is run for the Australian Street Stock Championship? ",ace_focused_220,ace_focused_220,0.30298947672791054,0.3369109920316602,0.32129326165659194,0.45857979144532146,1.0,270,5,1.0,1.0,261,5,1.0,1.0,261,5,1.0,1.0,274,5,1.0,1.0,215,5,1.0,1.0
5a8327fd5542990548d0b1a3,"Forest Hill, Texas is a suburb of which fifth-largest city in the state?",ace_focused_220,ace_focused_220,0.3682094759434007,0.3615529983180544,0.3686424727606876,0.41906444319842195,0.6666666666666666,271,5,1.0,1.0,272,5,1.0,1.0,272,5,1.0,1.0,280,5,1.0,1.0,200,5,1.0,1.0
5a7264ed5542990c210a411a,What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,ace_packed_280,ace_focused_220,0.29322526589895526,0.3417189166136627,0.33340544067020944,0.3691762933823539,0.6666666666666666,243,4,0.0,0.0,259,5,0.0,0.0,274,5,0.0,0.0,274,4,0.0,0.0,219,4,0.0,0.3333333333333333
