qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5,ans_in_context_nli
985,chunk_packed_160,chunk,packed,0.0,0.1667,0.0,0.9091,0.5933,0.5,150.0,0.75,0.0,0.001
204,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1707,0.0,0.0,158.0,0.25,0.0,0.0234
973,chunk_packed_160,chunk,packed,0.0,0.0702,0.0,0.359,0.5159,0.5,157.0,1.0,1.0,0.0229
666,chunk_packed_160,chunk,packed,0.0,0.0506,0.0,0.3962,1.0,0.75,152.0,1.0,1.0,0.0129
834,chunk_packed_160,chunk,packed,0.0,0.4,0.0,0.3333,0.9306,0.5,144.0,0.75,0.0,0.4446
923,chunk_packed_160,chunk,packed,0.0,0.0759,0.0,0.4407,0.9459,0.75,148.0,0.75,0.0,0.0012
609,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1053,0.0,0.0,134.0,0.25,0.0,0.0031
228,chunk_packed_160,chunk,packed,0.0,0.2667,0.0,0.9167,0.5828,0.5,151.0,0.75,0.0,0.9854
867,chunk_packed_160,chunk,packed,0.0,0.1,0.0,0.7931,0.4581,0.25,155.0,0.5,0.0,0.5581
1089,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4444,1.0,0.75,159.0,0.75,0.0,0.0003
855,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.16,0.0,0.0,155.0,0.0,0.0,0.0017
236,chunk_packed_160,chunk,packed,0.0,0.1304,0.0,0.6552,0.1911,0.25,157.0,0.25,0.0,0.0006
1506,chunk_packed_160,chunk,packed,0.0,0.0488,0.0,0.7037,0.8,1.0,105.0,1.0,1.0,0.0017
321,chunk_packed_160,chunk,packed,0.0,0.2979,0.0,0.6207,0.6478,0.5,159.0,0.75,0.0,0.0018
1462,chunk_packed_160,chunk,packed,0.0,0.1633,0.0,0.2222,1.0,0.5,140.0,1.0,1.0,0.0029
1129,chunk_packed_160,chunk,packed,0.0,0.3333,0.0,0.4737,1.0,0.5,160.0,0.75,0.0,0.0403
729,chunk_packed_160,chunk,packed,0.0,0.1053,0.0,0.2258,0.3333,0.25,159.0,0.5,0.0,0.0002
640,chunk_packed_160,chunk,packed,0.0,0.5217,0.0,0.8824,0.7296,0.5,159.0,1.0,1.0,0.0003
402,chunk_packed_160,chunk,packed,0.0,0.0952,0.0,0.75,0.6028,0.5,141.0,1.0,1.0,0.6276
647,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.32,0.6732,0.5,153.0,1.0,1.0,0.0012
480,chunk_packed_160,chunk,packed,0.0,0.1818,0.0,0.6,0.8831,0.5,154.0,1.0,1.0,0.0042
1612,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.75,0.5096,0.25,157.0,0.5,0.0,0.0065
1718,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3415,0.2,0.25,140.0,0.25,0.0,0.0357
590,chunk_packed_160,chunk,packed,0.0,0.0667,0.0,0.3077,0.7718,0.5,149.0,1.0,1.0,0.0013
81,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3214,0.4194,0.25,155.0,0.5,0.0,0.0313
473,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4211,0.637,0.25,135.0,0.5,0.0,0.0264
875,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3333,0.5813,0.5,160.0,1.0,1.0,0.0007
1081,chunk_packed_160,chunk,packed,0.0,0.0531,0.0,0.5385,1.0,0.75,142.0,1.0,1.0,0.0025
1740,chunk_packed_160,chunk,packed,0.0,0.0444,0.0,0.3784,1.0,0.5,151.0,1.0,1.0,0.0248
1686,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1765,0.0,0.0,155.0,0.5,0.0,0.0046
210,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.8824,0.9125,1.0,160.0,1.0,1.0,0.9898
1611,chunk_packed_160,chunk,packed,0.0,0.2105,0.0,0.8824,0.5364,0.25,151.0,1.0,1.0,0.0011
1400,chunk_packed_160,chunk,packed,0.0,0.3214,0.0,0.7333,1.0,0.75,160.0,1.0,1.0,0.0819
1096,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4167,0.4969,0.75,159.0,1.0,1.0,0.0023
1412,chunk_packed_160,chunk,packed,0.0,0.0879,0.0,0.381,1.0,0.75,157.0,1.0,1.0,0.0011
1629,chunk_packed_160,chunk,packed,0.0,0.1867,0.0,0.3902,0.8626,1.0,131.0,1.0,1.0,0.0023
564,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5455,0.9026,0.5,154.0,0.75,0.0,0.0086
1037,chunk_packed_160,chunk,packed,0.0,0.12,0.0,0.359,0.3,0.25,150.0,0.5,0.0,0.0002
1564,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4138,0.471,0.25,155.0,0.25,0.0,0.0027
350,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3077,0.4465,0.5,159.0,1.0,1.0,0.0029
1223,chunk_packed_160,chunk,packed,0.0,0.0769,0.0,0.3333,0.0,0.0,141.0,0.25,0.0,0.001
366,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2083,0.0,0.0,160.0,0.0,0.0,0.003
1699,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.25,0.1702,0.25,141.0,0.25,0.0,0.0003
657,chunk_packed_160,chunk,packed,0.0,0.3368,0.0,0.614,0.1208,0.25,149.0,0.5,0.0,0.0205
189,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3846,1.0,0.75,155.0,1.0,1.0,0.0003
897,chunk_packed_160,chunk,packed,0.0,0.3429,0.0,0.75,0.7821,0.75,156.0,1.0,1.0,0.0012
1650,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4545,1.0,0.5,158.0,0.75,0.0,0.9862
269,chunk_packed_160,chunk,packed,0.0,0.1333,0.0,0.6154,1.0,0.75,146.0,1.0,1.0,0.0007
1623,chunk_packed_160,chunk,packed,0.0,0.08,0.0,0.2727,0.0,0.0,159.0,0.5,0.0,0.0002
1107,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5556,1.0,0.5,144.0,1.0,1.0,0.0402
